property{
  x = 0,
  y = 0,
  width = 1920,
  height = 320,
  min_layer = 0,
  max_layer = 1,
  tileset = 'start',
}

tile{
  x = 1024,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 133,
}

tile{
  x = 1040,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1056,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1072,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1088,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1104,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1120,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1136,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1152,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1168,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1184,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1200,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1216,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1232,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1248,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1264,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1280,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1296,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1312,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1328,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1344,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1360,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1376,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1392,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1408,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1424,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1440,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1456,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1472,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1488,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1504,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1520,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1536,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1552,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1568,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1584,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1600,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1616,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1632,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1648,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1664,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1680,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1696,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1712,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1728,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1744,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1760,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1776,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1792,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1808,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1824,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1840,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1856,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1872,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1888,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 1904,
  y = 0,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 0,
  y = 16,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 133,
}

tile{
  x = 16,
  y = 16,
  layer = 0,
  width = 16,
  height = 16,
  pattern = 135,
}

tile{
  x = 32,
